id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
1153316,2018/19,Sylhet,2018/12/14,Bangladesh,West Indies,Bangladesh,field,normal,0,Bangladesh,0,8,Mehedi Hasan Miraz,Sylhet International Cricket Stadium,Masudur Rahman,RSA Palliyaguruge,Aleem Dar
1153315,2018/19,Dhaka,2018/12/11,Bangladesh,West Indies,West Indies,field,normal,0,West Indies,0,4,SD Hope,"Shere Bangla National Stadium, Mirpur",Aleem Dar,Masudur Rahman,RSA Palliyaguruge
1153314,2018/19,Dhaka,2018/12/09,Bangladesh,West Indies,West Indies,bat,normal,0,Bangladesh,0,5,Mashrafe Mortaza,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,RSA Palliyaguruge,Aleem Dar
1144988,2018/19,Hobart,2018/11/11,South Africa,Australia,Australia,field,normal,0,South Africa,40,0,DA Miller,Bellerive Oval,P Wilson,Aleem Dar,MA Gough
1157380,2018/19,,2018/11/11,Pakistan,New Zealand,Pakistan,bat,normal,0,,0,0,LH Ferguson,Dubai International Cricket Stadium,JS Wilson,Shozab Raza,NJ Llong
1157379,2018/19,Abu Dhabi,2018/11/09,New Zealand,Pakistan,New Zealand,bat,normal,0,Pakistan,0,6,Shaheen Shah Afridi,Sheikh Zayed Stadium,Shozab Raza,NJ Llong,JS Wilson
1144987,2018/19,,2018/11/09,Australia,South Africa,South Africa,field,normal,0,Australia,7,0,AJ Finch,Adelaide Oval,MA Gough,GA Abood,Aleem Dar
1157378,2018/19,Abu Dhabi,2018/11/07,New Zealand,Pakistan,New Zealand,bat,normal,0,New Zealand,47,0,TA Boult,Sheikh Zayed Stadium,JS Wilson,Shozab Raza,NJ Llong
1144986,2018/19,,2018/11/04,Australia,South Africa,South Africa,field,normal,0,South Africa,0,6,DW Steyn,Perth Stadium,Aleem Dar,SD Fry,MA Gough
1157758,2018/19,Thiruvananthapuram,2018/11/01,West Indies,India,West Indies,bat,normal,0,India,0,9,RA Jadeja,Greenfield International Stadium,P Wilson,AK Chaudhary,IJ Gould
1157757,2018/19,Mumbai,2018/10/29,India,West Indies,India,bat,normal,0,India,224,0,RG Sharma,Brabourne Stadium,IJ Gould,AK Chaudhary,P Wilson
1157756,2018/19,Pune,2018/10/27,West Indies,India,India,field,normal,0,West Indies,43,0,AR Nurse,Maharashtra Cricket Association Stadium,P Wilson,C Shamshuddin,IJ Gould
1153637,2018/19,Chattogram,2018/10/26,Zimbabwe,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,7,Soumya Sarkar,Zahur Ahmed Chowdhury Stadium,HDPK Dharmasena,Masudur Rahman,RJ Tucker
1157755,2018/19,Visakhapatnam,2018/10/24,India,West Indies,India,bat,normal,0,,0,0,V Kohli,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,IJ Gould,CK Nandan,P Wilson
1153636,2018/19,Chattogram,2018/10/24,Zimbabwe,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,7,Mohammad Saifuddin,Zahur Ahmed Chowdhury Stadium,RJ Tucker,Masudur Rahman,HDPK Dharmasena
1140383,2018/19,Colombo,2018/10/23,Sri Lanka,England,Sri Lanka,bat,D/L,1,Sri Lanka,219,0,N Dickwella,"R.Premadasa Stadium, Khettarama",Aleem Dar,RSA Palliyaguruge,PR Reiffel
1157754,2018/19,Guwahati,2018/10/21,West Indies,India,India,field,normal,0,India,0,8,V Kohli,Barsapara Cricket Stadium,P Wilson,Nitin Menon,IJ Gould
1153635,2018/19,Dhaka,2018/10/21,Bangladesh,Zimbabwe,Bangladesh,bat,normal,0,Bangladesh,28,0,Imrul Kayes,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,HDPK Dharmasena,RJ Tucker
1140382,2018/19,,2018/10/20,Sri Lanka,England,England,field,D/L,1,England,18,0,EJG Morgan,Pallekele International Cricket Stadium,LE Hannibal,PR Reiffel,Aleem Dar
1140381,2018/19,,2018/10/17,Sri Lanka,England,England,field,normal,0,England,0,7,AU Rashid,Pallekele International Cricket Stadium,Aleem Dar,RR Wimalasiri,PR Reiffel
1140380,2018/19,,2018/10/13,England,Sri Lanka,Sri Lanka,field,D/L,1,England,31,0,EJG Morgan,Rangiri Dambulla International Stadium,REJ Martinesz,PR Reiffel,Aleem Dar
1140379,2018/19,,2018/10/10,England,Sri Lanka,Sri Lanka,field,normal,0,,0,0,,Rangiri Dambulla International Stadium,Aleem Dar,RSA Palliyaguruge,PR Reiffel
1144148,2018/19,Paarl,2018/10/06,Zimbabwe,South Africa,Zimbabwe,bat,normal,0,South Africa,0,4,H Klaasen,Boland Park,CB Gaffaney,S George,BP Jele
1144147,2018/19,Bloemfontein,2018/10/03,South Africa,Zimbabwe,South Africa,bat,normal,0,South Africa,120,0,DW Steyn,Mangaung Oval,AT Holdstock,CB Gaffaney,S George
1144146,2018/19,Kimberley,2018/09/30,Zimbabwe,South Africa,South Africa,field,normal,0,South Africa,0,5,L Ngidi,Diamond Oval,BP Jele,CB Gaffaney,AT Holdstock
1153255,2018,,2018/09/28,Bangladesh,India,India,field,normal,0,India,0,3,Liton Das,Dubai International Cricket Stadium,M Erasmus,RSA Palliyaguruge,RJ Tucker
1153254,2018,Abu Dhabi,2018/09/26,Bangladesh,Pakistan,Bangladesh,bat,normal,0,Bangladesh,37,0,Mushfiqur Rahim,Sheikh Zayed Stadium,C Shamshuddin,S George,M Erasmus
1153253,2018,,2018/09/25,Afghanistan,India,Afghanistan,bat,normal,0,,0,0,Mohammad Shahzad,Dubai International Cricket Stadium,GO Brathwaite,Anisur Rahman,RJ Tucker
1153252,2018,Abu Dhabi,2018/09/23,Bangladesh,Afghanistan,Bangladesh,bat,normal,0,Bangladesh,3,0,Mahmudullah,Sheikh Zayed Stadium,M Erasmus,Nitin Menon,S George
1153251,2018,,2018/09/23,Pakistan,India,Pakistan,bat,normal,0,India,0,9,S Dhawan,Dubai International Cricket Stadium,RJ Tucker,RSA Palliyaguruge,GO Brathwaite
1153249,2018,,2018/09/21,Bangladesh,India,India,field,normal,0,India,0,7,RA Jadeja,Dubai International Cricket Stadium,Ahsan Raza,GO Brathwaite,M Erasmus
1153250,2018,Abu Dhabi,2018/09/21,Afghanistan,Pakistan,Afghanistan,bat,normal,0,Pakistan,0,3,Shoaib Malik,Sheikh Zayed Stadium,AK Chaudhary,S George,RJ Tucker
1153248,2018,Abu Dhabi,2018/09/20,Afghanistan,Bangladesh,Afghanistan,bat,normal,0,Afghanistan,136,0,Rashid Khan,Sheikh Zayed Stadium,RJ Tucker,Nitin Menon,S George
1153247,2018,,2018/09/19,Pakistan,India,Pakistan,bat,normal,0,India,0,8,B Kumar,Dubai International Cricket Stadium,M Erasmus,RSA Palliyaguruge,GO Brathwaite
1153246,2018,,2018/09/18,India,Hong Kong,Hong Kong,field,normal,0,India,26,0,S Dhawan,Dubai International Cricket Stadium,RJ Tucker,Anisur Rahman,S George
1153245,2018,Abu Dhabi,2018/09/17,Afghanistan,Sri Lanka,Afghanistan,bat,normal,0,Afghanistan,91,0,Rahmat Shah,Sheikh Zayed Stadium,Ahsan Raza,GO Brathwaite,M Erasmus
1153244,2018,,2018/09/16,Hong Kong,Pakistan,Hong Kong,bat,normal,0,Pakistan,0,8,Usman Shinwari,Dubai International Cricket Stadium,Ahmed Shah Pakteen,S George,RJ Tucker
1153243,2018,,2018/09/15,Bangladesh,Sri Lanka,Bangladesh,bat,normal,0,Bangladesh,137,0,Mushfiqur Rahim,Dubai International Cricket Stadium,C Shamshuddin,M Erasmus,GO Brathwaite
1150148,2018,Belfast,2018/08/31,Ireland,Afghanistan,Ireland,bat,normal,0,Afghanistan,0,8,,"Civil Service Cricket Club, Stormont",IJ Gould,AJ Neill,M Hawthorne
1154649,2018,Kuala Lumpur,2018/08/30,United Arab Emirates,Nepal,Nepal,field,normal,0,United Arab Emirates,78,0,Ahmed Raza,Kinrara Academy Oval,LE Hannibal,Masudur Rahman,
1150147,2018,Belfast,2018/08/29,Afghanistan,Ireland,Afghanistan,bat,normal,0,Ireland,0,3,,"Civil Service Cricket Club, Stormont",IJ Gould,PA Reynolds,AJ Neill
1150146,2018,Belfast,2018/08/27,Afghanistan,Ireland,Ireland,field,normal,0,Afghanistan,29,0,,"Civil Service Cricket Club, Stormont",M Hawthorne,IJ Gould,PA Reynolds
1142588,2018,Colombo,2018/08/12,Sri Lanka,South Africa,Sri Lanka,bat,normal,0,Sri Lanka,178,0,A Dananjaya,"R.Premadasa Stadium, Khettarama",NJ Llong,RSA Palliyaguruge,PR Reiffel
1142587,2018,,2018/08/08,Sri Lanka,South Africa,South Africa,field,D/L,1,Sri Lanka,3,0,MD Shanaka,Pallekele International Cricket Stadium,LE Hannibal,PR Reiffel,NJ Llong
1142586,2018,,2018/08/05,South Africa,Sri Lanka,Sri Lanka,field,normal,0,South Africa,78,0,RR Hendricks,Pallekele International Cricket Stadium,RR Wimalasiri,NJ Llong,PR Reiffel
1142585,2018,,2018/08/01,Sri Lanka,South Africa,Sri Lanka,bat,normal,0,South Africa,0,4,Q de Kock,Rangiri Dambulla International Stadium,REJ Martinesz,PR Reiffel,NJ Llong
1142584,2018,,2018/07/29,Sri Lanka,South Africa,Sri Lanka,bat,normal,0,South Africa,0,5,T Shamsi,Rangiri Dambulla International Stadium,NJ Llong,RSA Palliyaguruge,PR Reiffel
1146722,2018,St Kitts,2018/07/28,Bangladesh,West Indies,Bangladesh,bat,normal,0,Bangladesh,18,0,Tamim Iqbal,"Warner Park, Basseterre",JS Wilson,S Ravi,RK Illingworth
1146721,2018,Guyana,2018/07/25,West Indies,Bangladesh,Bangladesh,field,normal,0,West Indies,3,0,SO Hetmyer,Providence Stadium,RK Illingworth,GO Brathwaite,S Ravi
1142924,2018,Bulawayo,2018/07/22,Pakistan,Zimbabwe,Pakistan,bat,normal,0,Pakistan,131,0,Babar Azam,Queens Sports Club,RB Tiffin,IJ Gould,L Rusere
1146720,2018,Guyana,2018/07/22,Bangladesh,West Indies,Bangladesh,bat,normal,0,Bangladesh,48,0,Tamim Iqbal,Providence Stadium,JS Wilson,S Ravi,RK Illingworth
1142923,2018,Bulawayo,2018/07/20,Pakistan,Zimbabwe,Pakistan,bat,normal,0,Pakistan,244,0,Fakhar Zaman,Queens Sports Club,IJ Gould,L Rusere,RB Tiffin
1142922,2018,Bulawayo,2018/07/18,Zimbabwe,Pakistan,Zimbabwe,bat,normal,0,Pakistan,0,9,Faheem Ashraf,Queens Sports Club,IJ Gould,TJ Matibiri,I Chabi
1119548,2018,Leeds,2018/07/17,India,England,England,field,normal,0,England,0,8,AU Rashid,Headingley,MA Gough,BNJ Oxenford,RSA Palliyaguruge
1142921,2018,Bulawayo,2018/07/16,Zimbabwe,Pakistan,Zimbabwe,bat,normal,0,Pakistan,0,9,Fakhar Zaman,Queens Sports Club,RB Tiffin,IJ Gould,L Rusere
1119547,2018,London,2018/07/14,England,India,England,bat,normal,0,England,86,0,JE Root,Lord's,BNJ Oxenford,AG Wharf,RSA Palliyaguruge
1142920,2018,Bulawayo,2018/07/13,Pakistan,Zimbabwe,Zimbabwe,field,normal,0,Pakistan,201,0,Imam-ul-Haq,Queens Sports Club,IJ Gould,L Rusere,TJ Matibiri
1119546,2018,Nottingham,2018/07/12,England,India,India,field,normal,0,India,0,8,Kuldeep Yadav,Trent Bridge,RT Robinson,RSA Palliyaguruge,BNJ Oxenford
1119541,2018,Manchester,2018/06/24,Australia,England,Australia,bat,normal,0,England,0,1,JC Buttler,Old Trafford,HDPK Dharmasena,RJ Bailey,M Erasmus
1119540,2018,Chester-le-Street,2018/06/21,Australia,England,Australia,bat,normal,0,England,0,6,JJ Roy,Riverside Ground,MA Gough,M Erasmus,HDPK Dharmasena
1119539,2018,Nottingham,2018/06/19,England,Australia,Australia,field,normal,0,England,242,0,AD Hales,Trent Bridge,RT Robinson,HDPK Dharmasena,M Erasmus
1119538,2018,Cardiff,2018/06/16,England,Australia,Australia,field,normal,0,England,38,0,JJ Roy,Sophia Gardens,M Erasmus,AG Wharf,HDPK Dharmasena
1119537,2018,London,2018/06/13,Australia,England,Australia,bat,normal,0,England,0,3,MM Ali,Kennington Oval,HDPK Dharmasena,RJ Bailey,M Erasmus
1133031,2017/18,,2018/03/25,West Indies,Afghanistan,West Indies,bat,normal,0,Afghanistan,0,7,Mohammad Shahzad,Harare Sports Club,MA Gough,SD Fry,P Wilson
1133030,2017/18,,2018/03/23,Ireland,Afghanistan,Ireland,bat,normal,0,Afghanistan,0,5,Mohammad Shahzad,Harare Sports Club,JS Wilson,MA Gough,P Wilson
1133029,2017/18,,2018/03/22,United Arab Emirates,Zimbabwe,Zimbabwe,field,D/L,1,United Arab Emirates,3,0,Mohammad Naveed,Harare Sports Club,Ahsan Raza,GO Brathwaite,JS Wilson
1133028,2017/18,,2018/03/21,West Indies,Scotland,Scotland,field,D/L,1,West Indies,5,0,SM Sharif,Harare Sports Club,P Wilson,S George,SD Fry
1133027,2017/18,Harare,2018/03/20,United Arab Emirates,Afghanistan,United Arab Emirates,bat,normal,0,Afghanistan,0,5,Gulbadin Naib,Old Hararians,AT Holdstock,GO Brathwaite,
1133026,2017/18,,2018/03/19,Zimbabwe,West Indies,Zimbabwe,bat,normal,0,West Indies,0,4,MN Samuels,Harare Sports Club,MA Gough,SD Fry,AT Holdstock
1133025,2017/18,,2018/03/18,Ireland,Scotland,Scotland,field,normal,0,Ireland,25,0,A Balbirnie,Harare Sports Club,P Wilson,GO Brathwaite,Ahsan Raza
1133023,2017/18,Harare,2018/03/17,Papua New Guinea,Hong Kong,Papua New Guinea,bat,normal,0,Papua New Guinea,58,0,CJA Amini,Old Hararians,Sharfuddoula,L Rusere,
1133022,2017/18,,2018/03/16,Zimbabwe,Ireland,Ireland,field,normal,0,Zimbabwe,107,0,Sikandar Raza,Harare Sports Club,SD Fry,S George,MA Gough
1133018,2017/18,,2018/03/15,West Indies,Afghanistan,West Indies,bat,normal,0,Afghanistan,0,3,Mujeeb Ur Rahman,Harare Sports Club,MA Gough,Ahsan Raza,SD Fry
1133019,2017/18,Bulawayo,2018/03/15,Scotland,United Arab Emirates,Scotland,bat,normal,0,Scotland,73,0,MH Cross,Queens Sports Club,JS Wilson,GO Brathwaite,
1133015,2017/18,Harare,2018/03/12,Ireland,United Arab Emirates,United Arab Emirates,field,D/L,1,Ireland,226,0,PR Stirling,Old Hararians,L Rusere,SD Fry,
1133017,2017/18,Bulawayo,2018/03/12,Zimbabwe,Scotland,Zimbabwe,bat,normal,0,,0,0,SM Sharif,Queens Sports Club,P Wilson,GO Brathwaite,
1133010,2017/18,,2018/03/10,West Indies,Ireland,Ireland,field,normal,0,West Indies,52,0,R Powell,Harare Sports Club,MA Gough,SD Fry,S George
1115779,2017/18,Christchurch,2018/03/10,New Zealand,England,England,field,normal,0,England,0,7,JM Bairstow,Hagley Oval,WR Knights,RSA Palliyaguruge,RJ Tucker
1133012,2017/18,Bulawayo,2018/03/10,Zimbabwe,Hong Kong,Hong Kong,field,normal,0,Zimbabwe,89,0,H Masakadza,Queens Sports Club,JS Wilson,GO Brathwaite,
1133007,2017/18,Harare,2018/03/08,Papua New Guinea,West Indies,Papua New Guinea,bat,normal,0,West Indies,0,6,JO Holder,Old Hararians,Sharfuddoula,S George,
1133009,2017/18,,2018/03/08,Hong Kong,Afghanistan,Afghanistan,field,D/L,1,Hong Kong,30,0,Ehsan Khan,Bulawayo Athletic Club,P Wilson,GO Brathwaite,
1115778,2017/18,Dunedin,2018/03/07,England,New Zealand,New Zealand,field,normal,0,New Zealand,0,5,LRPL Taylor,University Oval,RJ Tucker,SB Haig,RSA Palliyaguruge
1133003,2017/18,Harare,2018/03/06,West Indies,United Arab Emirates,West Indies,bat,normal,0,West Indies,60,0,SO Hetmyer,Old Hararians,Sharfuddoula,MA Gough,
1133005,2017/18,,2018/03/06,Hong Kong,Scotland,Scotland,field,normal,0,Scotland,0,4,TB Sole,Bulawayo Athletic Club,JS Wilson,AT Holdstock,
1133004,2017/18,Bulawayo,2018/03/06,Zimbabwe,Afghanistan,Zimbabwe,bat,normal,0,Zimbabwe,2,0,Sikandar Raza,Queens Sports Club,CM Brown,C Shamshuddin,
1133002,2017/18,,2018/03/06,Papua New Guinea,Ireland,Ireland,field,normal,0,Ireland,0,4,TP Ura,Harare Sports Club,L Rusere,SD Fry,
1134540,2017/18,,2018/03/04,United Arab Emirates,Papua New Guinea,Papua New Guinea,field,D/L,1,United Arab Emirates,56,0,Mohammad Naveed,Harare Sports Club,SD Fry,S George,
1133001,2017/18,,2018/03/04,Afghanistan,Scotland,Scotland,field,normal,0,Scotland,0,7,CS MacLeod,Bulawayo Athletic Club,P Wilson,JS Wilson,
1115777,2017/18,Wellington,2018/03/03,England,New Zealand,New Zealand,field,normal,0,England,4,0,MM Ali,Westpac Stadium,WR Knights,RSA Palliyaguruge,RJ Tucker
1115776,2017/18,Mount Maunganui,2018/02/28,New Zealand,England,England,field,normal,0,England,0,6,BA Stokes,Bay Oval,RJ Tucker,WR Knights,RSA Palliyaguruge
1115775,2017/18,Hamilton,2018/02/25,England,New Zealand,New Zealand,field,normal,0,New Zealand,0,3,LRPL Taylor,Seddon Park,SB Haig,RSA Palliyaguruge,RJ Tucker
1134037,2017/18,,2018/02/19,Afghanistan,Zimbabwe,Afghanistan,bat,normal,0,Afghanistan,146,0,Sharafuddin Ashraf,Sharjah Cricket Stadium,Ahmed Shah Pakteen,NJ Llong,Ahmed Shah Durrani
1122284,2017/18,Centurion,2018/02/16,South Africa,India,India,field,normal,0,India,0,8,V Kohli,SuperSport Park,Aleem Dar,S George,IJ Gould
1134036,2017/18,,2018/02/16,Zimbabwe,Afghanistan,Zimbabwe,bat,normal,0,Afghanistan,0,10,Mujeeb Ur Rahman,Sharjah Cricket Stadium,Ahmed Shah Durrani,NJ Llong,Ahmed Shah Pakteen
1122283,2017/18,Port Elizabeth,2018/02/13,India,South Africa,South Africa,field,normal,0,India,73,0,RG Sharma,St George's Park,IJ Gould,S George,Aleem Dar
1134035,2017/18,,2018/02/13,Zimbabwe,Afghanistan,Zimbabwe,bat,normal,0,Afghanistan,0,6,Rashid Khan,Sharjah Cricket Stadium,Ahmed Shah Pakteen,NJ Llong,Ahmed Shah Durrani
1134034,2017/18,,2018/02/11,Zimbabwe,Afghanistan,Zimbabwe,bat,normal,0,Zimbabwe,154,0,BRM Taylor,Sharjah Cricket Stadium,Bismillah Shinwari,NJ Llong,Ahmed Shah Pakteen
1122282,2017/18,Johannesburg,2018/02/10,India,South Africa,India,bat,D/L,1,South Africa,0,5,H Klaasen,The Wanderers Stadium,Aleem Dar,BP Jele,IJ Gould
1134033,2017/18,,2018/02/09,Afghanistan,Zimbabwe,Afghanistan,bat,normal,0,Afghanistan,154,0,Rahmat Shah,Sharjah Cricket Stadium,Ahmed Shah Pakteen,NJ Llong,Bismillah Shinwari
1122281,2017/18,Cape Town,2018/02/07,India,South Africa,South Africa,field,normal,0,India,124,0,V Kohli,Newlands,IJ Gould,AT Holdstock,Aleem Dar
1122280,2017/18,Centurion,2018/02/04,South Africa,India,India,field,normal,0,India,0,9,YS Chahal,SuperSport Park,Aleem Dar,AT Holdstock,IJ Gould
1122279,2017/18,Durban,2018/02/01,South Africa,India,South Africa,bat,normal,0,India,0,6,V Kohli,Kingsmead,IJ Gould,BP Jele,Aleem Dar
1072314,2017/18,,2018/01/28,England,Australia,Australia,field,normal,0,England,12,0,TK Curran,Perth Stadium,CB Gaffaney,SD Fry,HDPK Dharmasena
1130743,2017/18,Dhaka,2018/01/27,Sri Lanka,Bangladesh,Sri Lanka,bat,normal,0,Sri Lanka,79,0,WU Tharanga,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,C Shamshuddin,BNJ Oxenford
1072313,2017/18,,2018/01/26,England,Australia,Australia,field,normal,0,Australia,0,3,PJ Cummins,Adelaide Oval,HDPK Dharmasena,SJ Nogajski,CB Gaffaney
1130742,2017/18,Dhaka,2018/01/25,Bangladesh,Sri Lanka,Bangladesh,bat,normal,0,Sri Lanka,0,10,RAS Lakmal,"Shere Bangla National Stadium, Mirpur",BNJ Oxenford,Anisur Rahman,C Shamshuddin
1131279,2017/18,Dubai,2018/01/23,Scotland,United Arab Emirates,Scotland,bat,normal,0,United Arab Emirates,0,4,Rameez Shahzad,ICC Academy,Akbar Ali,Nitin Menon,
1130741,2017/18,Dhaka,2018/01/23,Bangladesh,Zimbabwe,Bangladesh,bat,normal,0,Bangladesh,91,0,Tamim Iqbal,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,C Shamshuddin,BNJ Oxenford
1130740,2017/18,Dhaka,2018/01/21,Zimbabwe,Sri Lanka,Zimbabwe,bat,normal,0,Sri Lanka,0,5,NLTC Perera,"Shere Bangla National Stadium, Mirpur",BNJ Oxenford,Masudur Rahman,C Shamshuddin
1072312,2017/18,,2018/01/21,England,Australia,Australia,field,normal,0,England,16,0,JC Buttler,Sydney Cricket Ground,CB Gaffaney,SD Fry,HDPK Dharmasena
1131278,2017/18,Dubai,2018/01/21,Scotland,United Arab Emirates,United Arab Emirates,field,normal,0,Scotland,31,0,MH Cross,ICC Academy,AJT Dowdalls,Nitin Menon,
1115806,2017/18,Wellington,2018/01/19,New Zealand,Pakistan,New Zealand,bat,normal,0,New Zealand,15,0,MJ Guptill,Basin Reserve,CM Brown,RSA Palliyaguruge,RK Illingworth
1072311,2017/18,Brisbane,2018/01/19,Australia,England,Australia,bat,normal,0,England,0,4,JE Root,"Brisbane Cricket Ground, Woolloongabba",HDPK Dharmasena,SJ Nogajski,CB Gaffaney
1130739,2017/18,Dhaka,2018/01/19,Bangladesh,Sri Lanka,Bangladesh,bat,normal,0,Bangladesh,163,0,Shakib Al Hasan,"Shere Bangla National Stadium, Mirpur",C Shamshuddin,Anisur Rahman,BNJ Oxenford
1131277,2017/18,Dubai,2018/01/18,Ireland,Scotland,Ireland,bat,normal,0,Ireland,24,0,PR Stirling,ICC Academy,R Black,Nitin Menon,
1130738,2017/18,Dhaka,2018/01/17,Zimbabwe,Sri Lanka,Sri Lanka,field,normal,0,Zimbabwe,12,0,Sikandar Raza,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,BNJ Oxenford,C Shamshuddin
1115805,2017/18,Hamilton,2018/01/16,Pakistan,New Zealand,Pakistan,bat,normal,0,New Zealand,0,5,C de Grandhomme,Seddon Park,RK Illingworth,WR Knights,RSA Palliyaguruge
1131276,2017/18,Dubai,2018/01/16,Scotland,Ireland,Ireland,field,normal,0,Ireland,0,6,A Balbirnie,ICC Academy,AJT Dowdalls,Nitin Menon,
1130737,2017/18,Dhaka,2018/01/15,Zimbabwe,Bangladesh,Bangladesh,field,normal,0,Bangladesh,0,8,Shakib Al Hasan,"Shere Bangla National Stadium, Mirpur",Sharfuddoula,C Shamshuddin,BNJ Oxenford
1072310,2017/18,,2018/01/14,Australia,England,England,field,normal,0,England,0,5,JJ Roy,Melbourne Cricket Ground,CB Gaffaney,SD Fry,HDPK Dharmasena
1115804,2017/18,Dunedin,2018/01/13,New Zealand,Pakistan,New Zealand,bat,normal,0,New Zealand,183,0,TA Boult,University Oval,WR Knights,RSA Palliyaguruge,RK Illingworth
1131275,2017/18,Dubai,2018/01/13,Ireland,United Arab Emirates,Ireland,bat,normal,0,Ireland,67,0,WTS Porterfield,ICC Academy,AJT Dowdalls,Nitin Menon,
1131274,2017/18,Dubai,2018/01/11,United Arab Emirates,Ireland,Ireland,field,normal,0,Ireland,0,4,EC Joyce,ICC Academy,R Black,Nitin Menon,
1115803,2017/18,Nelson,2018/01/09,Pakistan,New Zealand,Pakistan,bat,D/L,1,New Zealand,0,8,MJ Guptill,Saxton Oval,CM Brown,RK Illingworth,RSA Palliyaguruge
1115802,2017/18,Wellington,2018/01/06,New Zealand,Pakistan,Pakistan,field,D/L,1,New Zealand,61,0,KS Williamson,Basin Reserve,WR Knights,RSA Palliyaguruge,RK Illingworth
1115797,2017/18,Christchurch,2017/12/26,New Zealand,West Indies,New Zealand,bat,D/L,1,New Zealand,66,0,LRPL Taylor,Hagley Oval,CM Brown,C Shamshuddin,BNJ Oxenford
1115796,2017/18,Christchurch,2017/12/23,New Zealand,West Indies,West Indies,field,normal,0,New Zealand,204,0,TA Boult,Hagley Oval,BNJ Oxenford,WR Knights,C Shamshuddin
1115795,2017/18,Whangarei,2017/12/20,West Indies,New Zealand,New Zealand,field,normal,0,New Zealand,0,5,DAJ Bracewell,Cobham Oval (New),CM Brown,C Shamshuddin,BNJ Oxenford
1122728,2017/18,Visakhapatnam,2017/12/17,Sri Lanka,India,India,field,normal,0,India,0,8,Kuldeep Yadav,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,SD Fry,PR Reiffel
1122727,2017/18,Chandigarh,2017/12/13,India,Sri Lanka,Sri Lanka,field,normal,0,India,141,0,RG Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali",PR Reiffel,CK Nandan,SD Fry
1122726,2017/18,Dharamsala,2017/12/10,India,Sri Lanka,Sri Lanka,field,normal,0,Sri Lanka,0,7,RAS Lakmal,Himachal Pradesh Cricket Association Stadium,AK Chaudhary,SD Fry,PR Reiffel
1125474,2017/18,,2017/12/10,Afghanistan,Ireland,Afghanistan,bat,normal,0,Ireland,0,5,PR Stirling,Sharjah Cricket Stadium,Ahmed Shah Pakteen,RSA Palliyaguruge,
1125473,2017/18,,2017/12/07,Ireland,Afghanistan,Ireland,bat,normal,0,Ireland,51,0,BJ McCarthy,Sharjah Cricket Stadium,RSA Palliyaguruge,Bismillah Shinwari,
1124089,2017/18,Dubai,2017/12/06,Hong Kong,Papua New Guinea,Papua New Guinea,field,normal,0,Hong Kong,23,0,Babar Hayat,ICC Academy,Sharfuddoula,BB Pradhan,
1125472,2017/18,,2017/12/05,Afghanistan,Ireland,Ireland,field,normal,0,Afghanistan,138,0,Mujeeb Ur Rahman,Sharjah Cricket Stadium,Ahmed Shah Pakteen,RSA Palliyaguruge,
1120092,2017/18,Kanpur,2017/10/29,India,New Zealand,New Zealand,field,normal,0,India,6,0,RG Sharma,Green Park,MA Gough,AK Chaudhary,RJ Tucker
1120091,2017/18,Pune,2017/10/25,New Zealand,India,New Zealand,bat,normal,0,India,0,6,B Kumar,Maharashtra Cricket Association Stadium,RJ Tucker,C Shamshuddin,MA Gough
1120290,2017/18,,2017/10/23,Sri Lanka,Pakistan,Sri Lanka,bat,normal,0,Pakistan,0,9,Usman Shinwari,Sharjah Cricket Stadium,Ahsan Raza,S Ravi,RA Kettleborough
1120090,2017/18,Mumbai,2017/10/22,India,New Zealand,India,bat,normal,0,New Zealand,0,6,TWM Latham,Wankhede Stadium,MA Gough,CK Nandan,RJ Tucker
1075506,2017/18,East London,2017/10/22,South Africa,Bangladesh,South Africa,bat,normal,0,South Africa,200,0,F du Plessis,Buffalo Park,Aleem Dar,S George,RSA Palliyaguruge
1120289,2017/18,,2017/10/20,Sri Lanka,Pakistan,Sri Lanka,bat,normal,0,Pakistan,0,7,Babar Azam,Sharjah Cricket Stadium,RA Kettleborough,Shozab Raza,S Ravi
1075505,2017/18,Paarl,2017/10/18,South Africa,Bangladesh,Bangladesh,field,normal,0,South Africa,104,0,AB de Villiers,Boland Park,AT Holdstock,RSA Palliyaguruge,Aleem Dar
1120288,2017/18,Abu Dhabi,2017/10/18,Sri Lanka,Pakistan,Sri Lanka,bat,normal,0,Pakistan,0,7,Imam-ul-Haq,Sheikh Zayed Stadium,Ahsan Raza,S Ravi,RA Kettleborough
